customer_id,frequency,monetary,recency,churned
13363,3,1723.86,18,0
13364,1,134.95999999999998,71,0
13365,2,2225.37,34,0
13366,1,56.160000000000004,50,0
13367,1,510.20000000000005,432,1
13368,4,1121.5,257,1
13369,1,616.5600000000001,366,1
13370,1,1509.74,372,1
13371,2,2297.66,505,1
13372,1,378.64,90,0
13373,6,7587.1900000000005,61,0
13374,2,422.8,415,1
13375,2,1792.23,89,0
13376,3,1019.76,99,1
13377,2,1552.88,397,1
13379,3,572.56,26,0
13380,1,62.4,433,1
13381,12,8224.37,32,0
13382,5,1387.58,281,1
13383,1,305.28000000000003,544,1
13384,11,6680.83,31,0
13385,1,534.57,330,1
13386,2,835.46,414,1
13387,1,189.44,417,1
13388,3,1185.65,131,1
13389,3,797.96,11,0
13390,1,544.08,75,0
13391,1,59.8,204,1
13392,1,91.14,677,1
13393,4,1131.45,584,1
13394,19,6621.7,2,0
13395,3,1180.23,185,1
13396,2,1360.99,29,0
13397,10,3191.87,73,0
13398,2,670.34,192,1
13399,3,275.4,464,1
13400,1,310.83,583,1
13402,4,1535.13,127,1
13403,3,229.5,18,0
13404,2,252.49,1,0
13405,6,1213.811,74,0
13406,2,568.92,427,1
13407,3,2244.7,579,1
13408,106,51733.462,2,0
13410,9,2201.96,24,0
13411,1,213.55,107,1
13412,1,487.34999999999997,620,1
13413,6,429.44,640,1
13414,6,2494.14,134,1
13415,4,800.67,473,1
13416,3,940.8000000000001,44,0
13417,6,1669.49,5,0
13418,31,12233.6,12,0
13419,1,221.06,64,0
13420,2,159.85,150,1
13421,8,4103.12,40,0
13422,1,2626.3,64,0
13423,1,217.03,429,1
13424,1,572.77,450,1
13425,5,3403.63,108,1
13426,22,8167.38,1,0
13427,6,1006.53,19,0
13428,3,499.98,10,0
13429,4,1006.8,11,0
13430,2,679.45,19,0
13431,8,3316.24,67,0
13432,2,439.1,571,1
13433,4,658.3199999999999,501,1
13434,5,1666.8600000000001,74,0
13435,9,4475.2300000000005,5,0
13436,1,196.89,2,0
13437,7,3408.06,14,0
13438,1,46.5,547,1
13439,3,986.61,255,1
13440,7,1295.25,423,1
13441,2,720.9,92,1
13442,3,419.87,667,1
13443,6,1280.16,449,1
13444,2,631.6800000000001,374,1
13445,1,241.89999999999998,626,1
13446,11,3881.89,430,1
13447,3,1129.14,23,0
13448,13,9240.87,17,0
13449,1,291.88,24,0
13450,13,4120.04,27,0
13451,11,7190.92,26,0
13452,3,729.8,259,1
13453,3,781.6899999999999,166,1
13454,1,219.87,641,1
13455,6,2905.93,25,0
13456,6,1766.72,18,0
13457,2,148.22,689,1
13458,16,11959.27,7,0
13459,2,1160.4099999999999,625,1
13460,2,183.44,29,0
13461,6,4160.0,39,0
13462,5,1153.85,253,1
13464,6,3097.64,58,0
13465,2,931.12,446,1
13466,5,1013.35,184,1
13467,2,1083.71,11,0
13468,72,13390.51,2,0
13469,1,82.4,653,1
13470,2,165.0,99,1
13471,4,2531.58,1,0
13472,2,592.24,464,1
13473,8,2657.7599999999998,61,0
13474,3,663.79,236,1
13475,4,1431.78,191,1
13476,5,2061.4700000000003,179,1
13477,11,2834.17,38,0
13478,5,2215.78,469,1
13479,4,851.37,201,1
13480,2,627.82,417,1
13481,11,3830.84,46,0
13482,2,336.09,232,1
13483,1,140.34,66,0
13484,3,790.72,241,1
13485,11,3019.2200000000003,233,1
13486,3,1122.41,78,0
13487,5,846.87,58,0
13488,23,15587.88,17,0
13489,4,449.52,105,1
13490,1,154.25,654,1
13491,27,4566.56,52,0
13492,3,1269.84,136,1
13493,2,618.63,275,1
13494,1,316.26000000000005,312,1
13495,10,5374.26,8,0
13496,2,653.33,11,0
13497,6,1320.33,283,1
13498,1,327.38,730,1
13499,5,1159.11,18,0
13500,4,1466.3,23,0
13501,3,2885.11,288,1
13502,5,780.5,17,0
13503,6,1905.39,71,0
13504,1,295.93,64,0
13505,4,4393.63,73,0
13506,5,1639.2,316,1
13507,4,2479.16,3,0
13508,2,287.05,244,1
13509,8,1114.72,9,0
13510,11,4558.29,1,0
13511,1,282.76,677,1
13512,4,713.39,261,1
13513,3,824.59,127,1
13514,4,815.9000000000001,74,0
13515,6,1265.82,73,0
13516,4,1685.26,21,0
13517,3,2128.42,60,0
13518,1,659.4399999999999,86,0
13519,2,343.21,78,0
13520,11,6909.4,59,0
13521,3,1093.65,1,0
13522,1,125.80000000000001,30,0
13523,6,5101.52,33,0
13524,5,680.1800000000001,41,0
13525,2,628.78,15,0
13526,2,1182.0,738,1
13527,12,4683.74,34,0
13529,2,307.76,79,0
13530,1,402.97999999999996,634,1
13531,6,1738.52,205,1
13532,1,210.31,34,0
13533,3,270.79,183,1
13534,35,7720.9,2,0
13535,1,89.5,403,1
13536,7,3448.29,1,0
13537,2,717.85,426,1
13538,12,3112.73,43,0
13539,7,1569.3600000000001,86,0
13540,3,632.39,467,1
13541,2,785.25,427,1
13542,17,4006.17,377,1
13543,2,1439.6100000000001,634,1
13544,6,829.0,40,0
13545,2,374.64,391,1
13546,5,1092.14,12,0
13547,1,175.53,408,1
13548,3,908.99,96,1
13549,8,1005.8,26,0
13550,1,349.51,383,1
13551,2,244.2,319,1
13552,22,6978.92,66,0
13553,1,517.8,675,1
13554,7,1638.28,380,1
13555,13,8999.19,74,0
13556,2,200.82,429,1
13557,13,3032.26,28,0
13558,4,605.06,6,0
13559,2,990.0,513,1
13560,1,174.37,7,0
13561,11,1820.72,216,1
13562,8,4838.18,82,0
13563,2,777.53,84,0
13564,37,17249.55,144,1
13565,3,414.8,19,0
13566,5,1708.1200000000001,41,0
13567,4,1083.69,428,1
13568,1,192.85,173,1
13569,4,893.78,17,0
13570,1,239.49,243,1
13571,26,4546.54,13,0
13572,1,1384.25,206,1
13573,6,916.47,50,0
13574,1,421.25,411,1
13575,5,732.0699999999999,23,0
13576,28,11551.74,10,0
13577,11,3489.28,25,0
13578,1,147.66,409,1
13579,5,1539.04,15,0
13580,1,107.75,406,1
13581,2,280.53000000000003,309,1
13582,2,241.68,390,1
13583,2,1445.031,156,1
13584,3,392.45,307,1
13585,3,684.54,531,1
13586,1,131.53,541,1
13587,4,1673.5,64,0
13588,9,2478.95,16,0
13589,6,1120.74,15,0
13590,18,6349.59,11,0
13591,7,2093.94,65,0
13592,4,247.95999999999998,36,0
13593,14,5523.6900000000005,108,1
13594,2,533.32,53,0
13595,3,818.22,517,1
13596,2,697.04,6,0
13597,2,396.71,400,1
13598,5,789.59,47,0
13599,33,10167.630000000001,1,0
13600,2,518.42,312,1
13601,4,1185.14,45,0
13602,4,1025.17,65,0
13603,1,164.34,26,0
13604,1,717.62,659,1
13605,2,522.67,387,1
13606,3,280.53999999999996,29,0
13607,2,1078.31,40,0
13608,1,236.2,541,1
13609,1,167.35,593,1
13610,14,2175.88,12,0
13611,10,3319.53,89,0
13612,1,818.29,633,1
13613,5,1039.8500000000001,453,1
13614,6,2359.19,24,0
13615,8,6272.53,319,1
13616,2,288.1,568,1
13617,8,1278.75,40,0
13618,1,177.34,174,1
13619,2,231.69,545,1
13620,1,112.34,528,1
13621,1,213.85,117,1
13622,1,658.95,696,1
13623,10,2566.49,31,0
13624,1,462.08,388,1
13625,1,301.26,597,1
13626,2,707.04,253,1
13627,7,2245.9,59,0
13628,1,310.14,676,1
13629,19,13370.86,23,0
13630,7,2031.78,5,0
13631,11,3070.42,100,1
13632,8,3648.15,25,0
13634,16,5073.47,33,0
13635,4,2999.16,68,0
13636,5,949.12,37,0
13637,3,810.5,52,0
13638,1,122.64,16,0
13639,2,1346.27,74,0
13640,1,405.0,611,1
13641,5,1016.47,641,1
13642,4,514.72,216,1
13643,10,2156.77,31,0
13644,4,2624.26,16,0
13645,1,252.1,120,1
13646,2,326.25,400,1
13647,8,3071.68,10,0
13648,8,1764.02,400,1
13649,6,1678.88,257,1
13650,10,3288.0,17,0
13651,3,226.85,35,0
13652,5,2570.85,46,0
13653,1,152.2,488,1
13654,11,6308.0,43,0
13655,6,2280.51,114,1
13656,4,1078.85,165,1
13657,2,382.14,11,0
13658,9,6025.5,10,0
13659,12,4894.88,206,1
13660,1,314.59,400,1
13661,1,325.24,603,1
13662,11,2250.11,86,0
13663,5,2047.51,179,1
13665,3,1711.6599999999999,386,1
13666,5,127.89999999999999,60,0
13667,1,305.02,149,1
13668,35,13089.94,3,0
13669,3,413.55,51,0
13670,1,349.7,75,0
13671,1,194.95,395,1
13672,3,419.92,301,1
13673,2,396.92,19,0
13674,1,240.68,433,1
13675,2,486.82000000000005,151,1
13676,2,243.9,539,1
13677,2,556.1899999999999,405,1
13678,1,232.6,152,1
13679,3,281.26,494,1
13680,12,11435.67,1,0
13681,4,827.83,18,0
13682,1,59.5,187,1
13683,1,258.6,458,1
13684,4,596.98,286,1
13685,7,3119.44,3,0
13686,3,409.04,183,1
13687,1,11880.84,438,1
13688,1,375.5,635,1
13689,2,1259.5,63,0
13690,1,172.25,59,0
13691,1,212.78,396,1
13692,5,3114.4,25,0
13693,9,2011.82,374,1
13694,143,196482.81,4,0
13695,16,2770.73,31,0
13696,3,2020.4,422,1
13697,1,151.29999999999998,39,0
13698,2,465.53000000000003,597,1
13699,2,764.15,155,1
13700,13,2613.46,26,0
13701,1,161.0,447,1
13702,1,135.18,446,1
13703,2,425.56,318,1
13704,9,2308.06,5,0
13705,7,2035.33,8,0
13706,2,631.17,303,1
13707,5,3365.86,267,1
13708,1,296.88,271,1
13709,18,7591.75,4,0
13710,3,509.52,32,0
13711,9,1792.26,219,1
13712,2,766.42,247,1
13713,3,743.26,408,1
13714,1,161.35,465,1
13715,17,8483.29,281,1
13716,1,138.28,269,1
13717,8,1763.3,32,0
13718,2,306.55,246,1
13719,11,2815.25,15,0
13720,4,799.9,117,1
13721,2,741.54,36,0
13722,10,5635.41,132,1
13723,6,1209.2,217,1
13724,1,213.01,637,1
13725,8,1980.56,50,0
13726,2,1079.6599999999999,39,0
13727,8,1080.05,29,0
13728,16,2855.17,37,0
13729,3,724.73,436,1
13730,2,752.6,136,1
13731,2,610.59,219,1
13732,1,491.86,28,0
13733,2,487.03000000000003,411,1
13734,4,6701.640000000001,509,1
13735,13,9813.22,25,0
13736,7,2766.21,5,0
13737,1,339.59999999999997,200,1
13738,1,440.93,396,1
13739,2,292.2,18,0
13740,5,1597.77,241,1
13741,3,668.4300000000001,72,0
13742,12,3131.02,17,0
13743,7,1341.6,3,0
13744,2,1156.36,95,1
13745,2,777.36,162,1
13746,1,176.69,414,1
13747,2,249.39999999999998,374,1
13748,9,2268.35,96,1
13750,11,3602.1800000000003,54,0
13751,1,296.25,288,1
13752,7,1590.73,124,1
13753,4,2094.57,288,1
13754,3,447.05,152,1
13755,9,2161.35,4,0
13756,23,9207.5,2,0
13757,1,195.55,675,1
13758,15,9416.98,12,0
13759,2,659.4100000000001,33,0
13760,5,1363.6399999999999,54,0
13761,6,1952.17,50,0
13762,5,2472.48,219,1
13763,3,5217.4400000000005,63,0
13764,6,2953.26,71,0
13765,1,352.821,653,1
13766,1,190.35,495,1
13767,73,35540.53,2,0
13768,2,875.97,727,1
13769,20,5800.42,2,0
13770,4,785.37,422,1
13771,9,5728.82,64,0
13772,8,3114.22,34,0
13773,2,301.54,397,1
13774,1,345.0,82,0
13775,1,1049.66,591,1
13776,2,623.98,428,1
13777,61,56478.42,1,0
13778,4,1124.49,103,1
13779,1,161.13,516,1
13780,3,735.82,7,0
13781,3,778.83,251,1
13782,13,1793.72,13,0
13783,4,1542.09,488,1
13784,14,2910.23,10,0
13785,4,542.49,429,1
13786,6,3358.94,367,1
13787,6,1222.5,76,0
13788,1,3.75,505,1
13789,1,239.45999999999998,388,1
13790,1,348.8,4,0
13791,2,1516.0,128,1
13792,3,383.95,66,0
13793,1,96.0,647,1
13794,1,126.03,547,1
13795,4,836.3,388,1
13796,1,289.7,499,1
13797,3,1179.45,437,1
13798,110,75836.87,1,0
13799,9,2803.57,117,1
13800,3,1679.56,310,1
13801,1,324.8,67,0
13802,19,26259.11,139,1
13803,3,1338.91,255,1
13804,9,3208.52,31,0
13805,2,924.6,52,0
13806,1,256.38,64,0
13807,3,534.8,367,1
13808,5,1747.66,6,0
13809,3,679.7,305,1
13810,3,1499.01,29,0
13811,3,814.5,184,1
13812,3,539.0,42,0
13813,8,2765.47,40,0
13814,3,2257.32,92,1
13815,8,7475.74,22,0
13816,2,571.6700000000001,24,0
13817,2,382.98,29,0
13818,1,61.28,430,1
13819,6,2642.35,302,1
13820,3,660.65,418,1
13821,6,1410.73,145,1
13822,2,632.0,6,0
13823,7,3403.4500000000003,19,0
13824,12,3314.76,33,0
13825,2,255.59,622,1
13826,1,189.5,176,1
13827,3,412.05,58,0
13828,1,209.49,22,0
13829,1,102.0,421,1
13830,1,156.85000000000002,582,1
13831,18,7023.58,16,0
13832,2,613.6899999999999,19,0
13833,2,701.36,159,1
13834,2,324.19,577,1
13835,7,1095.27,25,0
13836,2,620.37,399,1
13837,2,271.24,212,1
13838,10,1966.09,6,0
13839,1,139.95000000000002,486,1
13840,1,651.4,416,1
13841,1,85.0,253,1
13842,18,5629.91,59,0
13843,1,319.75,381,1
13844,1,361.62,11,0
13845,1,312.98,65,0
13846,4,1307.79,25,0
13847,1,310.72,720,1
13848,8,3335.0,92,1
13849,5,3469.3,52,0
13850,1,1595.48,129,1
13851,8,4606.46,96,1
13852,1,187.35000000000002,611,1
13853,1,1090.14,57,0
13854,39,12253.96,9,0
13855,4,1310.3400000000001,501,1
13856,11,1142.03,169,1
13857,6,1001.01,393,1
13858,1,216.17,57,0
13859,2,515.86,326,1
13860,5,1245.9,1,0
13861,2,273.26,429,1
13862,9,2556.09,18,0
13863,4,1239.55,248,1
13864,1,662.4000000000001,387,1
13865,4,501.56,58,0
13866,1,145.67000000000002,74,0
13867,3,1015.29,31,0
13868,2,3192.54,7,0
13869,10,8111.57,123,1
13870,15,5712.08,2,0
13871,17,7885.85,23,0
13872,3,919.57,527,1
13873,8,1038.92,120,1
13874,7,2049.15,358,1
13875,14,4814.37,54,0
13876,1,122.7,64,0
13877,3,449.68,86,0
13878,4,2473.06,55,0
13879,1,395.5,646,1
13880,17,4391.66,21,0
13881,43,45179.1,4,0
13882,5,1191.13,3,0
13883,15,6560.02,11,0
13884,10,1888.48,7,0
13885,2,506.8,189,1
13886,1,243.56,71,0
13887,1,349.55,204,1
13888,7,2169.05,120,1
13889,6,1991.23,93,1
13890,14,2927.38,1,0
13891,3,863.5600000000001,378,1
13892,6,1267.6499999999999,27,0
13893,1,821.1,298,1
13894,3,564.62,24,0
13895,6,4008.52,28,0
13896,1,388.55,626,1
13897,3,1160.72,50,0
13898,2,686.4,326,1
13899,2,388.52,16,0
13900,6,1610.59,183,1
13901,15,5676.34,72,0
13902,5,34095.26,632,1
13903,1,165.45000000000002,400,1
13904,2,332.64,37,0
13905,1,312.65,733,1
13906,1,42.0,409,1
13907,1,136.8,692,1
13908,4,2369.55,80,0
13909,2,286.6,423,1
13911,20,4234.99,57,0
13912,1,124.95,424,1
13913,1,42.22,507,1
13914,2,626.45,12,0
13915,1,70.80000000000001,394,1
13916,4,1275.81,464,1
13917,2,272.04,50,0
13918,2,1212.8400000000001,50,0
13919,4,1360.68,59,0
13920,4,1774.68,432,1
13921,4,730.7,402,1
13922,3,865.2,352,1
13923,1,351.13,54,0
13924,6,1838.8500000000001,2,0
13925,4,678.25,93,1
13926,1,223.85000000000002,23,0
13927,2,708.26,75,0
13928,4,464.57,11,0
13929,11,3494.1,169,1
13930,2,337.34,58,0
13931,11,5257.38,96,1
13932,1,307.4,295,1
13933,2,608.7900000000001,109,1
13934,1,922.1,264,1
13935,3,6116.92,597,1
13936,3,939.66,180,1
13937,2,880.13,169,1
13938,1,71.66,35,0
13939,7,1560.96,23,0
13940,4,839.14,17,0
13941,15,11122.300000000001,22,0
13942,1,320.0,535,1
13943,1,246.54,578,1
13944,1,200.43,653,1
13945,2,854.15,395,1
13946,6,1876.23,79,0
13947,1,90.6,65,0
13948,4,548.76,361,1
13949,6,2427.32,3,0
13950,4,745.06,11,0
13951,3,674.45,176,1
13952,14,12823.521,218,1
13953,12,6640.68,7,0
13954,2,439.92,2,0
13955,3,545.17,154,1
13956,5,1026.42,5,0
13957,3,458.25,418,1
13958,8,4709.2300000000005,380,1
13959,6,1076.18,79,0
13960,2,230.22,21,0
13961,1,538.4,392,1
13962,3,362.8,22,0
13963,17,3011.87,308,1
13964,2,438.9,387,1
13965,3,996.61,477,1
13966,1,390.86,435,1
13967,2,166.3,146,1
13968,1,123.66,423,1
13969,35,13365.87,7,0
13970,2,846.55,386,1
13971,14,4667.57,19,0
13972,2,190.25,71,0
13973,1,264.7,287,1
13974,2,677.72,49,0
13975,12,5358.84,31,0
13976,4,1192.36,207,1
13977,1,519.8100000000001,411,1
13978,2,196.79000000000002,15,0
13979,7,3416.23,73,0
13980,5,799.92,60,0
13981,1,331.14,416,1
13982,9,4445.59,39,0
13983,21,7108.45,30,0
13984,12,2048.6,27,0
13985,22,10020.86,4,0
13986,1,320.46,17,0
13987,2,682.54,380,1
13988,8,4757.8,20,0
13989,5,2026.06,66,0
13990,1,311.3,213,1
13991,6,855.97,12,0
13992,3,219.5,30,0
13993,19,6775.71,43,0
13994,6,2313.14,4,0
13995,14,3902.01,15,0
13996,2,895.76,386,1
13997,3,382.31,519,1
13998,3,566.7,447,1
13999,29,9502.26,10,0
14000,5,2046.3400000000001,211,1
14001,9,4530.09,46,0
14002,2,529.73,134,1
14003,1,209.41,733,1
14004,11,6258.45,43,0
14005,5,2874.72,10,0
14006,7,2196.67,116,1
14007,1,79.48,513,1
14008,1,509.04,432,1
14009,3,1099.91,198,1
14010,2,445.15,565,1
14011,2,457.82,480,1
14012,1,328.8,278,1
14013,5,1084.57,110,1
14014,3,1948.21,77,0
14015,1,917.34,53,0
14016,11,11403.41,162,1
14017,1,229.75,571,1
14018,1,367.15000000000003,645,1
14019,3,1421.61,47,0
14020,4,1249.01,17,0
14021,7,1716.58,155,1
14022,2,792.15,225,1
14023,2,584.07,7,0
14024,3,645.74,122,1
14025,8,4057.9,465,1
14026,2,713.11,471,1
14027,1,104.82,61,0
14028,3,10396.5,550,1
14029,2,467.66,63,0
14030,20,8262.29,18,0
14031,44,40999.17,7,0
14032,16,4850.2699999999995,2,0
14033,1,109.44,555,1
14034,3,651.8199999999999,22,0
14035,9,2856.72,29,0
14036,1,626.65,285,1
14037,6,836.95,176,1
14038,5,3069.88,78,0
14039,2,267.28000000000003,33,0
14040,35,12645.57,41,0
14041,1,141.41,266,1
14042,1,431.98,725,1
14043,2,304.25,491,1
14044,10,3123.1,27,0
14045,16,11313.029999999999,109,1
14046,1,154.99,284,1
14047,14,4255.03,9,0
14048,3,748.69,305,1
14049,13,13239.03,17,0
14050,2,746.36,32,0
14051,37,22434.0,1,0
14052,2,480.81,20,0
14053,4,572.3,124,1
14054,1,92.46,65,0
14055,3,1520.96,106,1
14056,23,8214.65,1,0
14057,22,8408.84,24,0
14058,2,469.19,463,1
14059,1,183.6,267,1
14060,30,9519.08,5,0
14061,3,917.4300000000001,507,1
14062,24,25604.2,10,0
14063,9,22710.2,438,1
14064,15,3332.42,29,0
14065,3,891.02,389,1
14066,1,152.55,267,1
14067,2,374.7,64,0
14068,4,1528.3700000000001,320,1
14069,2,230.06,515,1
14070,1,326.55,685,1
14071,8,1438.82,4,0
14072,1,390.85,667,1
14073,1,151.04,32,0
14074,1,219.39999999999998,623,1
14075,6,1734.87,5,0
14076,1,122.47,129,1
14077,6,615.0799999999999,41,0
14078,9,1692.6299999999999,102,1
14079,2,618.73,125,1
14080,5,1115.68,33,0
14081,10,5370.1,302,1
14082,2,413.36,365,1
14083,11,1407.26,4,0
14084,1,150.5,512,1
14085,33,10104.97,2,0
14086,1,39.95,463,1
14087,3,846.22,3,0
14088,16,64036.8,10,0
14089,1,161.0,57,0
14090,1,76.32000000000001,325,1
14091,2,9530.08,654,1
14092,24,7229.45,8,0
14093,1,442.85,12,0
14094,1,335.22,440,1
14095,1,2.95,723,1
14096,17,65164.79,4,0
14097,2,422.85999999999996,481,1
14098,1,147.35,37,0
14099,20,5765.71,16,0
14100,1,194.9,138,1
14101,13,9961.93,74,0
14102,5,1360.28,5,0
14104,5,771.5799999999999,155,1
14105,5,5988.83,239,1
14106,1,214.79999999999998,737,1
14107,11,4877.3,52,0
14108,4,1044.96,31,0
14109,1,144.2,73,0
14110,33,12987.95,4,0
14111,4,692.85,14,0
14112,13,5834.59,23,0
14113,16,7092.610000000001,4,0
14114,7,1364.09,274,1
14115,2,622.6700000000001,502,1
14116,5,1382.74,20,0
14117,1,90.0,144,1
14118,1,458.45,429,1
14119,2,183.37,376,1
14121,4,2780.15,4,0
14122,3,362.42,406,1
14123,1,436.18,733,1
14124,1,419.58000000000004,84,0
14125,3,2740.43,11,0
14126,4,1172.46,8,0
14127,6,1900.0800000000002,123,1
14128,3,924.21,61,0
14129,9,2591.34,2,0
14130,4,1882.67,319,1
14131,1,187.87,649,1
14132,11,3586.0299999999997,2,0
14133,4,911.14,130,1
14134,15,11123.35,383,1
14135,24,9643.92,2,0
14136,5,1570.81,401,1
14137,1,332.7,696,1
14138,2,982.3800000000001,2,0
14139,4,1086.8,46,0
14140,2,935.05,4,0
14141,4,915.13,3,0
14142,2,983.15,373,1
14143,1,115.8,134,1
14144,1,30.599999999999998,486,1
14145,7,7600.05,47,0
14146,12,9450.3,9,0
14147,9,2590.2,78,0
14148,2,466.29,234,1
14149,1,446.62,221,1
14150,2,658.64,36,0
14151,2,679.45,673,1
14152,7,1997.3400000000001,75,0
14153,1,233.4,483,1
14154,8,6460.7,239,1
14155,1,118.75,266,1
14156,156,313946.37,10,0
14157,5,1002.78,20,0
14158,1,507.66,40,0
14159,20,7938.01,20,0
14160,7,8421.47,610,1
14161,7,3318.88,216,1
14162,2,289.36,174,1
14163,5,2594.62,87,0
14164,2,1631.77,71,0
14165,1,122.53999999999999,276,1
14166,2,256.85,505,1
14167,8,1296.49,39,0
14168,2,370.45,421,1
14169,2,624.4300000000001,431,1
14170,3,597.33,375,1
14171,2,498.79,98,1
14172,3,402.72,605,1
14173,6,586.0,11,0
14174,1,134.46,33,0
14175,8,7678.88,60,0
14176,5,916.01,297,1
14177,13,2229.34,86,0
14178,7,1620.93,9,0
14179,2,719.78,41,0
14180,33,6319.25,11,0
14181,2,310.55,411,1
14182,4,678.77,444,1
14183,2,286.29,411,1
14184,1,452.89,67,0
14185,1,197.65,331,1
14186,5,1550.63,427,1
14187,1,123.5,474,1
14188,6,2054.36,31,0
14189,16,5814.39,2,0
14190,1,79.9,666,1
14191,15,4817.66,2,0
14192,1,293.74,388,1
14193,3,1210.19,68,0
14194,36,18670.59,5,0
14195,6,2615.6,202,1
14196,1,335.52,107,1
14197,1,390.05,411,1
14198,9,1569.73,18,0
14199,4,1091.7,218,1
14200,1,379.2,617,1
14201,10,1193.54,60,0
14202,3,847.76,381,1
14203,1,339.34,397,1
14204,4,1062.96,2,0
14205,9,2414.2,17,0
14206,3,1185.01,239,1
14207,1,157.8,688,1
14208,2,567.05,95,1
14209,15,4993.27,11,0
14210,16,5861.52,106,1
14211,18,4402.29,53,0
14212,2,2190.14,90,0
14213,1,1192.2,405,1
14214,5,1004.38,31,0
14215,9,3416.33,12,0
14216,5,2150.04,3,0
14217,23,3416.89,2,0
14218,1,169.48000000000002,43,0
14219,3,633.83,4,0
14220,4,1515.0,247,1
14221,17,6517.49,42,0
14222,1,683.17,177,1
14223,3,991.13,92,1
14224,9,1897.9,110,1
14225,4,2037.02,435,1
14226,6,3002.53,29,0
14227,15,6368.71,26,0
14228,3,745.5,438,1
14229,7,2594.04,52,0
14230,3,979.8000000000001,436,1
14231,4,1235.6200000000001,184,1
14232,5,2048.07,43,0
14233,7,2904.27,49,0
14234,4,775.46,22,0
14235,9,4717.99,75,0
14236,5,1744.64,81,0
14237,2,632.14,373,1
14238,3,434.23,326,1
14239,21,4263.17,43,0
14240,3,1247.49,30,0
14241,2,333.70000000000005,184,1
14242,2,280.55,235,1
14243,17,7431.05,9,0
14244,1,366.41999999999996,661,1
14245,2,1693.45,220,1
14246,3,1474.06,111,1
14247,5,772.66,278,1
14248,3,1032.95,318,1
14249,12,5625.461,411,1
14250,3,1904.05,7,0
14251,5,2879.7000000000003,2,0
14252,1,350.99,381,1
14253,2,363.40000000000003,493,1
14254,1,601.03,433,1
14255,1,1000.63,546,1
14256,5,2473.9900000000002,260,1
14257,9,5954.45,64,0
14258,25,32051.34,9,0
14259,1,120.0,142,1
14260,3,824.28,471,1
14261,2,1163.45,51,0
14262,8,2618.23,8,0
14263,1,322.93,423,1
14264,6,1517.3600000000001,155,1
14265,4,1373.35,109,1
14266,1,40.56,428,1
14267,3,1516.24,163,1
14268,1,354.85,471,1
14269,1,295.73,439,1
14270,1,492.65000000000003,332,1
14271,2,219.13,226,1
14272,4,920.81,74,0
14273,4,559.97,51,0
14274,1,256.6,686,1
14275,6,1189.3799999999999,396,1
14276,7,2102.68,99,1
14277,9,17225.81,15,0
14278,1,205.83,410,1
14279,2,191.86,521,1
14280,1,134.04,197,1
14281,1,245.15,408,1
14282,25,7849.66,3,0
14283,4,628.4399999999999,463,1
14284,3,1299.65,31,0
14285,8,3284.42,21,0
14286,7,8479.76,24,0
14287,3,176.63,8,0
14288,1,426.6,213,1
14289,6,911.26,9,0
14290,8,4516.56,11,0
14291,23,7904.1,2,0
14292,16,9226.25,8,0
14293,9,3267.9300000000003,3,0
14294,1,375.34,407,1
14295,5,2362.91,40,0
14296,2,456.40000000000003,421,1
14297,4,1305.33,18,0
14298,82,91194.49,8,0
14299,27,14499.49,8,0
14300,1,43.2,19,0
14301,4,1992.18,117,1
14302,3,742.9000000000001,431,1
14303,2,277.94,407,1
14304,3,1725.01,223,1
14305,3,1858.96,71,0
14306,6,3151.4,51,0
14307,10,5071.03,89,0
14308,2,1147.02,549,1
14309,11,3780.81,8,0
14310,1,492.1,433,1
14311,2,516.45,243,1
14312,11,3090.29,47,0
14314,2,229.8,107,1
14315,8,3197.82,45,0
14316,5,1370.34,422,1
14317,1,508.58000000000004,65,0
14318,1,158.02,460,1
14319,1,494.85,424,1
14320,5,1346.75,207,1
14321,7,2218.06,11,0
14322,4,474.1,429,1
14323,2,605.0600000000001,115,1
14324,2,701.61,410,1
14325,1,245.48000000000002,570,1
14326,3,940.98,242,1
14327,6,1894.93,163,1
14328,1,445.05,438,1
14329,15,9927.22,17,0
14330,1,200.63,624,1
14331,2,462.65999999999997,124,1
14332,5,1943.51,23,0
14333,1,415.2,68,0
14334,12,4318.48,17,0
14335,2,468.26,16,0
14336,4,1614.91,17,0
14338,3,928.1,161,1
14339,2,620.27,243,1
14340,1,134.7,219,1
14341,18,4467.32,45,0
14342,6,918.44,21,0
14343,4,1088.91,421,1
14344,20,3333.7000000000003,127,1
14345,1,108.97999999999999,39,0
14346,5,2315.75,121,1
14347,1,82.6,737,1
14348,1,409.57,260,1
14349,1,133.5,10,0
14350,3,972.03,274,1
14351,1,51.0,165,1
14352,4,1078.96,157,1
14353,3,376.5,215,1
14354,2,163.62,6,0
14355,3,1014.45,366,1
14356,2,701.23,80,0
14357,1,225.77,43,0
14358,2,400.06,389,1
14359,3,912.18,19,0
14360,4,2128.23,32,0
14361,1,214.70999999999998,579,1
14362,1,161.2,22,0
14363,2,227.47000000000003,402,1
14364,8,3717.35,109,1
14365,2,634.68,395,1
14366,1,136.0,525,1
14367,16,9261.52,8,0
14368,1,155.0,320,1
14369,2,469.13,642,1
14370,6,1175.78,451,1
14371,1,100.5,295,1
14372,2,860.08,443,1
14373,1,76.55,358,1
14374,1,108.0,541,1
14375,3,1132.99,185,1
14376,1,215.46,683,1
14377,2,617.05,191,1
